,omid,openalex_id,type
11233,meta:br/061301864988,W2041040961 W3022932557,journal article
15358,meta:br/061801060299,W2041204717 W1560308975,journal article
12046,meta:br/061402126406,W2041230059 W1839136488,journal article
14212,meta:br/06160621547,W2041249574 W6318056,journal article
13399,meta:br/06150700475,W2041296596 W4233089365,journal article
3853,meta:br/062602114168,W2041307627 W1573847675,journal article
747,meta:br/06210645595,W2041414188 W2300360056,journal article
11669,meta:br/06130342558,W2041576757 W2496931396,journal article
13148,meta:br/061502128730,W2041668116 W3212278236,journal article
9074,meta:br/06802179920,W2041776182 W1729687255,journal article
8641,meta:br/0670646508,W2041797373 W3159830210,journal article
15908,meta:br/06102483278,W2041836991 W1622627090,journal article
7816,meta:br/0660355592,W2041917972 W4245432224,journal article
7423,meta:br/06602425734,W2042237597 W4256205294,journal article
3286,meta:br/062501969133,W2042285230 W2161192316,journal article
16215,meta:br/061901114101,W2042285570 W4240023706,journal article
2076,meta:br/06230337266,W2042353716 W4233124195,journal article
15651,meta:br/061802014057,W2042469139 W4255587128,journal article
2436,meta:br/062401819405,W2042533113 W2072384972,journal article
5294,meta:br/061101811052,W2042624738 W2081820230,journal article
7935,meta:br/06701006588,W2042665947 W4241779795,journal article
15837,meta:br/061803115435,W2042685374 W1503108907,journal article
16527,meta:br/0610271427,W2042712097 W4245826996,journal article
394,meta:br/062101868230,W2042714249 W158758440,journal article
13231,meta:br/061502203809,W2042818206 W4229615313,journal article
15365,meta:br/061801060473,W2042928834 W1923565675,journal article
4585,meta:br/06301811818,W2042955895 W2116735561,journal article
3570,meta:br/06250981656,W2042960501 W2766018964,journal article
1615,meta:br/062301156257,W2043006771 W3202170407,journal article
8727,meta:br/06110353280,W2043018829 W191346210,journal article
7024,meta:br/0650787471,W2043033115 W2136617375,journal article
2636,meta:br/06240260651,W2043065847 W4242924726,journal article
4341,meta:br/06301118547,W2043066058 W2050062700,journal article
2575,meta:br/0610788303,W2043179075 W1649804436,journal article
6097,meta:br/06403294033,W2043293438 W2767630469,journal article
4425,meta:br/06301401422,W2043333365 W3213268568,journal article
12912,meta:br/061501834026,W2043373982 W2792773880,journal article
16182,meta:br/061901070633,W2043438130 W1692009723,journal article
14146,meta:br/06160531810,W2043500025 W4230178838,journal article
10284,meta:br/06903090748,W2043565489 W4245168689,journal article
4142,meta:br/06260534963,W2043586241 W4255299282,journal article
15335,meta:br/061801060317,W2043593058 W2125067548,journal article
14241,meta:br/06160937647,W2043684920 W4246166451,journal article
6463,meta:br/0643027169,W2043708263 W4239034234,journal article
7191,meta:br/06601736032,W2043731843 W4289255142,journal article
5585,meta:br/064099640,W2043840923 W2005274668,journal article
688,meta:br/06210488293,W2043894017 W4248671625,journal article
1018,meta:br/062202033666,W2043990466 W4241538826,journal article
5237,meta:br/06303308880,W204406 W1542785090,journal article
7507,meta:br/06602551595,W2044074539 W148449797,journal article
11111,meta:br/061301253340,W2044093689 W2020413170,journal article
3655,meta:br/062601569431,W2044155640 W4290824926,journal article
4724,meta:br/06301812116,W2044276823 W2096918863,journal article
8609,meta:br/0670537428,W2044289652 W4236640625,journal article
16873,meta:br/06201630160,W2044311370 W1493679320,journal article
5249,meta:br/06303308909,W2044385292 W1765805237,journal article
13337,meta:br/06101549477,W2044406590 W4214747901,book
11860,meta:br/061401315101,W2044467351 W2020129001,journal article
11666,meta:br/06130342124,W2044539668 W2414411776,journal article
12197,meta:br/061402376086,W2044547830 W3005974752,journal article
13622,meta:br/061601760213,W2044595954 W3021264637,journal article
11999,meta:br/06101083572,W2044635027 W3027474873,journal article
10533,meta:br/061201865565,W2044683194 W183510832,journal article
7186,meta:br/06601735360,W2044768643 W4301972247,journal article
7916,meta:br/0660900039,W2044940312 W4232526395,journal article
9590,meta:br/0680268941,W2045048517 W4245081579,journal article
9143,meta:br/06802179967,W2045126720 W2571689963,journal article
3859,meta:br/062602114269,W2045179135 W1518452265,journal article
2275,meta:br/062401044446,W2045184207 W3026946008,journal article
1589,meta:br/062301106535,W2045256807 W4253321968,journal article
9654,meta:br/06803465512,W2045266145 W2033769190,journal article
15275,meta:br/061801060374,W2045389435 W1666224475,journal article
15165,meta:br/06170832822,W2045403156 W3208584428,journal article
1013,meta:br/062202014710,W2045413465 W4300543678,journal article
13515,meta:br/061601537790,W2045458544 W4206906715,book
17068,meta:br/06202181528,W2045790363 W1852342142,journal article
16864,meta:br/06201587842,W2045793994 W3198123716,journal article
6757,meta:br/06502638107,W2045816126 W4212958203,journal article
4343,meta:br/06301118554,W2045924096 W1976554246,journal article
13350,meta:br/06150481527,W2045962473 W2404329827,journal article
4605,meta:br/06301811975,W2046195790 W2101246519,journal article
13454,meta:br/061601217294,W2046198316 W4236772970,journal article
8686,meta:br/06801119494,W2046214618 W2070287668,journal article
15878,meta:br/06102482808,W2046215726 W1524603671,journal article
6513,meta:br/06501126519,W2046345102 W3126021968,journal article
8345,meta:br/061103296983,W2046382342 W4248403368,journal article
11739,meta:br/06130874864,W2046437108 W4246081074,journal article
14260,meta:br/061701112458,W2046479648 W4247799720,journal article
2492,meta:br/062402035578,W2046523110 W4244910348,journal article
4140,meta:br/06260503446,W2046562496 W4296219572,journal article
1932,meta:br/062302372614,W204671273 W3171404069,journal article
303,meta:br/062101463062,W2046807560 W1997594316,journal article
15269,meta:br/061801060665,W2046824931 W1909376866,journal article
3574,meta:br/06250989908,W2046845492 W4247912438,journal article
9209,meta:br/06802208905,W2046889745 W4256483738,book
15390,meta:br/061801060451,W2046964005 W2148442213,journal article
2546,meta:br/0610786074,W2046998471 W4299312817,journal article
7930,meta:br/06701006554,W2047000696 W4230870156,journal article
12508,meta:br/061402796472,W2047003389 W4238792743,journal article
6522,meta:br/06501144461,W2047006816 W1996537205,journal article
9620,meta:br/0680294286,W2047028680 W4253623952,journal article
4955,meta:br/06302455801,W2047038178 W3156830311,journal article
15062,meta:br/06170796268,W2047149299 W4244681667,journal article
12460,meta:br/061402554204,W204717948 W3190521481,journal article
17278,meta:br/06202630124,W2047211383 W4254743895,book
3880,meta:br/062602114252,W2047281706 W1891312959,journal article
12208,meta:br/06101125473,W2047361166 W4230964038,journal article
10590,meta:br/061201927569,W2047412457 W3206076145,book
9082,meta:br/06802179528,W2047436274 W1672346250,journal article
13402,meta:br/06150750689,W2047466720 W4234335632,journal article
4601,meta:br/06301811856,W2047543977 W2145656129,journal article
15345,meta:br/061801060586,W2047549207 W1511525942,journal article
11402,meta:br/061302145772,W2047697716 W2103401078,journal article
15945,meta:br/06102483120,W2047795965 W2136065982,journal article
7150,meta:br/06601542547,W2047872304 W4298154631,journal article
5619,meta:br/06401126250,W2047916717 W2614251154,journal article
12490,meta:br/06140259933,W2048131935 W4242573526,journal article
2550,meta:br/0610787510,W2048448970 W2615373465,journal article
17294,meta:br/0620263329,W2048586738 W4251461446,journal article
2579,meta:br/0610788179,W2048693846 W1831981933,journal article
15072,meta:br/06170832919,W204886056 W1528221825,journal article
16894,meta:br/06201733781,W2048962600 W4302311200,journal article
1219,meta:br/062202701088,W2049068238 W2802113099,journal article
11335,meta:br/061302091235,W2049069390 W4245492581,journal article
2071,meta:br/062303317076,W2049140005 W4211082075,journal article
3762,meta:br/062601900095,W2049260597 W2021852110,journal article
7020,meta:br/0650787458,W2049279417 W2104505613,journal article
13977,meta:br/061602949994,W2049395589 W4237508879,reference entry
16133,meta:br/06180815476,W2049453383 W3023631627,journal article
13468,meta:br/061601224905,W2049485393 W2054973833,journal article
14482,meta:br/06170261636,W2049486026 W4256667449,journal article
12814,meta:br/061501638965,W2049509560 W4232174985,journal article
623,meta:br/062102774196,W2049592949 W2274467850,journal article
11076,meta:br/06120959932,W2049906577 W4231149116,journal article
13233,meta:br/061502228454,W2050029798 W4244439568,journal article
12792,meta:br/061501549305,W2050059285 W4249609387,journal article
4622,meta:br/06301811827,W2050121876 W2151429426,journal article
12700,meta:br/06140726194,W2050127478 W4243018247,journal article
12742,meta:br/061501216793,W2050286611 W4239457906,journal article
12188,meta:br/061402375862,W2050507607 W3006644918,journal article
7903,meta:br/0660749697,W2050518874 W4290055544,journal article
15268,meta:br/061801060293,W2050544478 W1588933235,journal article
13681,meta:br/061601871609,W2050667520 W4229849020,book
15143,meta:br/06170832911,W205069425 W1541207461,journal article
16802,meta:br/06190617604,W2050758777 W2074492674,journal article
11411,meta:br/061302145014,W2050761532 W1516832596,journal article
14444,meta:br/061702117773,W2050765453 W4256199404,journal article
10960,meta:br/06120718603,W2050773624 W4232711648,journal article
14002,meta:br/06101840480,W2050775521 W2418503840,journal article
6199,meta:br/0640489360,W2050803806 W4230094526,journal article
13455,meta:br/061601217087,W2050829798 W4240129613,journal article
5612,meta:br/06401125585,W2050839045 W1982895577,journal article
2859,meta:br/062501117472,W2050856345 W4292022394,journal article
4099,meta:br/06260280574,W2050878241 W4240149149,journal article
2289,meta:br/062401086378,W2050996500 W4255793744,journal article
15920,meta:br/06102483265,W2051078607 W1560045676,journal article
4706,meta:br/06301812028,W2051086304 W2168885603,journal article
16475,meta:br/061902388027,W2051173836 W2279576500,journal article
15304,meta:br/061801060607,W2051228564 W1496799341,journal article
16485,meta:br/061902580027,W2051310283 W4253338531,journal article
11894,meta:br/061401495767,W2051321064 W3021121822,journal article
10012,meta:br/06901785607,W2051328466 W4244148145,journal article
3147,meta:br/062501380686,W2051381071 W4210386959,journal article
6642,meta:br/06502046490,W20514746 W4234701190,book chapter
2005,meta:br/06230270166,W2051688382 W4255713436,journal article
3761,meta:br/062601900094,W2051716169 W2005922281,journal article
6705,meta:br/06502430046,W2051739080 W4252501198,journal article
14236,meta:br/06160889632,W2051953321 W4299921057,journal article
15717,meta:br/061802123588,W2051999736 W4239408304,journal article
9773,meta:br/0680740829,W2052008322 W4299127237,journal article
6761,meta:br/0650266628,W2052272980 W4251522065,journal article
15887,meta:br/06102482817,W2052283072 W1945741583,journal article
9769,meta:br/0680651740,W2052325926 W3009632364,journal article
9797,meta:br/06901111684,W2052351583 W4289865775,journal article
3563,meta:br/06250981964,W2052499652 W3217652281,journal article
12858,meta:br/061501756784,W2052515363 W3022676679,journal article
3821,meta:br/062602113943,W2052639235 W1521854656,journal article
3828,meta:br/062602113974,W2052875170 W1911308050,journal article
15373,meta:br/061801060194,W2053007627 W1514247249,journal article
2344,meta:br/062401360844,W2053058910 W4298163082,journal article
13434,meta:br/06160106350,W2053091829 W4243176688,journal article
4248,meta:br/06260787204,W2053126260 W4255280238,journal article
10438,meta:br/0690769873,W2053218030 W4300179696,journal article
1809,meta:br/062301962062,W2053255955 W4235066407,journal article
10547,meta:br/061201865590,W2053347233 W160956835,journal article
9667,meta:br/06803534923,W2053390268 W4245832994,journal article
6777,meta:br/06502847081,W2053391788 W4242631498,journal article
15146,meta:br/06170832991,W2053393046 W13247291,journal article
9758,meta:br/0680491287,W2053413840 W4205320164,journal article
16406,meta:br/061901914554,W2053431356 W4237327723,journal article
3343,meta:br/062502373059,W2053455531 W2086453945,journal article
1843,meta:br/062301990062,W2053484822 W4254629083,book
7797,meta:br/06603472248,W2053488054 W4300078735,journal article
7908,meta:br/0660822944,W2053495832 W4211186710,journal article
6717,meta:br/06502512635,W2053597117 W4362217318,journal article
15417,meta:br/061801103175,W2053750631 W4239830018,journal article
6504,meta:br/06501103356,W205380421 W2398877581,journal article
6112,meta:br/06403478826,W2053837249 W4298064191,journal article
16882,meta:br/0620168107,W2053903134 W4230741788,journal article
11661,meta:br/06130342276,W2053984352 W3022617743,journal article
15831,meta:br/061803102046,W2054016305 W3174401887,journal article
4639,meta:br/06301811937,W2054033673 W1906506039,journal article
14572,meta:br/06170441528,W205404821 W1483844186,journal article
10902,meta:br/06120479822,W2054089792 W4241614466,journal article
11314,meta:br/061302018871,W2054107282 W1499032326,journal article
15953,meta:br/06102483335,W2054198822 W1487011299,journal article
15440,meta:br/061801380277,W2054211461 W4253231894,journal article
3245,meta:br/062501828676,W2054313101 W4240850936,book
1523,meta:br/06220542777,W2054349585 W2012867110,journal article
4389,meta:br/06301401530,W2054553751 W1504350492,journal article
4966,meta:br/06302475560,W2054575348 W4230756560,journal article
4145,meta:br/06260544216,W2054671215 W4230993261,journal article
674,meta:br/06210323662,W2054713524 W4299980212,journal article
78,meta:br/0620922349,W2054815124 W4236159495,journal article
8054,meta:br/06701335110,W205485199 W3191601144,journal article
9999,meta:br/06901783387,W2054922118 W1739700908,journal article
6996,meta:br/0650620600,W2055220220 W4230870835,journal article
17081,meta:br/06202181432,W2055313357 W2169099630,journal article
2252,meta:br/06230916333,W2055475045 W2627499060,journal article
8266,meta:br/06702378890,W2055514134 W4297958688,journal article
12815,meta:br/061501651183,W2055572268 W4211110504,journal article
2790,meta:br/06240686414,W205558611 W124216629,journal article
13569,meta:br/061601591111,W2055616518 W3021598021,journal article
5814,meta:br/06402143564,W2055629998 W3159315147,journal article
7128,meta:br/06601323586,W2055638276 W4244244894,journal article
275,meta:br/062101240857,W2055640733 W4234298507,journal article
2490,meta:br/062402017160,W2055737319 W4210979642,journal article
1522,meta:br/06220526862,W2055741851 W1983422848 W2065142041,journal article
5145,meta:br/06303099534,W2055840941 W4230604752,journal article
14481,meta:br/06170260906,W2055856079 W4253948554,journal article
7954,meta:br/06701324043,W2055997225 W1993554114,journal article
6114,meta:br/06403533265,W2056017498 W3021113700,journal article
5813,meta:br/06402143553,W2056127630 W150875249,journal article
12497,meta:br/06140260132,W2056176762 W4236823746,journal article
5459,meta:br/0630530273,W2056248536 W4237576032,journal article
13483,meta:br/061601349208,W2056277832 W3119217159,journal article
10560,meta:br/061201865459,W2056313000 W4254452123,journal article
3349,meta:br/062502400656,W2056365096 W150448014,journal article
10798,meta:br/061202166701,W2056410397 W2403475357,journal article
9326,meta:br/06802248717,W2056480941 W4299562353,journal article
13487,meta:br/06101643438,W2056482111 W2099954156,journal article
11147,meta:br/061301587393,W2056549748 W2098464977,journal article
15094,meta:br/06170832435,W205660768 W2418479472,journal article
15702,meta:br/061802042025,W2056731680 W4251105363,journal article
8349,meta:br/06702945081,W2056764273 W4300814338,proceedings article
3431,meta:br/06250262714,W2056930732 W4255157269,journal article
13445,meta:br/061601175299,W2057003727 W4300853688,journal article
11082,meta:br/06120960154,W2057045299 W4249193047,journal article
1808,meta:br/062301961790,W2057242876 W4233743029,journal article
8178,meta:br/061103192321,W2057311701 W4240265484,web content
8960,meta:br/06801765052,W205740387 W3189844085,journal article
15407,meta:br/061801060466,W2057441568 W1490791014,journal article
15848,meta:br/06102460672,W2057445649 W4301517122,journal article
11589,meta:br/061302644645,W2057522733 W4211144162,journal article
3697,meta:br/062601751360,W2057591335 W4300781576,journal article
13060,meta:br/061501960562,W2057599853 W4211012472,journal article
12796,meta:br/061501586822,W2057609994 W2050938769,journal article
624,meta:br/062102776871,W2057618949 W3150438857,journal article
3768,meta:br/062601913931,W2057646933 W4238360749,journal article
8451,meta:br/0670461210,W2057649322 W4240063653,journal article
6476,meta:br/0647037806,W2057799172 W4254576843,journal article
15821,meta:br/061803099117,W2057881392 W2581605593,journal article
10435,meta:br/0690668844,W2058021608 W4237138338,journal article
3833,meta:br/062602114032,W2058081257 W1947368649,journal article
13573,meta:br/061601591099,W2058122693 W3023294456,journal article
11080,meta:br/06120960150,W2058178262 W4237772366,journal article
10265,meta:br/06902813315,W2058183175 W2343071511,book
5941,meta:br/06402588204,W2058313260 W2768970691,journal article
6197,meta:br/0640434956,W2058435889 W4211003135,journal article
6634,meta:br/06501792060,W2058460386 W2144691346,journal article
15815,meta:br/06180298881,W2058482960 W2621024894,journal article
12183,meta:br/06101113753,W2058499787 W3184971544,journal article
14239,meta:br/06160898102,W2058506574 W4231891294,journal article
4027,meta:br/062602736809,W2058562726 W4246820066,journal article
8138,meta:br/06701721990,W2058625007 W4300975191,journal article
11046,meta:br/06120944218,W205872351 W1792231308,journal article
1260,meta:br/06220431774,W205884889 W2267308870,journal article
6836,meta:br/0650464739,W2059095089 W4243470052,journal article
17873,meta:br/0620818387,W2059100746 W3021310582,journal article
749,meta:br/06210659345,W2059250312 W4239377435,journal article
2619,meta:br/062402607622,W2059315396 W4205129132,journal article
15418,meta:br/061801103385,W2059368845 W4239312376,journal article
12932,meta:br/061501834168,W2059406661 W3141623429,journal article
6094,meta:br/06403294086,W2059668961 W2765705340,journal article
12216,meta:br/06140240247,W2059679062 W4248055488,journal article
11395,meta:br/061302145022,W2059748141 W1805734201,journal article
837,meta:br/06220110851,W2059760930 W4211126995,journal article
2493,meta:br/062402035701,W2059773999 W4230742406,journal article
17330,meta:br/06203022060,W2059825442 W3152594287,journal article
1209,meta:br/062202626886,W2059927900 W4300540926,journal article
775,meta:br/06210846908,W2060137830 W2096588579,journal article
13642,meta:br/061601826415,W2060169278 W3023684643,journal article
15852,meta:br/06102475258,W2060201845 W4301700362,journal article
13208,meta:br/061502176798,W2060271237 W3124570558,journal article
5089,meta:br/06302629657,W2060378344 W4298349999,book
17033,meta:br/0620202916,W2060476435 W1993305651,journal article
2069,meta:br/0610537758,W2060781598 W4301724001,journal article
6456,meta:br/0641027270,W2060928534 W4244474443,journal article
2797,meta:br/0624069202,W2060998716 W2938985539,journal article
4697,meta:br/06301812307,W2061025760 W2162650242,journal article
2900,meta:br/062501217935,W2061227766 W970738,journal article
9052,meta:br/06802179845,W2061228050 W1790642493,journal article
13575,meta:br/061601595413,W2061303373 W4248231117,journal article
1215,meta:br/062202701112,W2061346350 W3201791956,journal article
8582,meta:br/067046115,W2061356986 W4302561585 W4245861228,journal
4382,meta:br/06301401551,W2061384780 W1724127220,journal article
14215,meta:br/06160622335,W2061633060 W2164773055,journal article
10846,meta:br/06120261386,W2061646261 W4232462923,journal article
15602,meta:br/061801841078,W2061658475 W3164572332,journal article
2641,meta:br/062402775903,W2061689392 W3026099670,journal article
15251,meta:br/061801060350,W2061732114 W2114735381,journal article
13031,meta:br/061501913204,W2061779150 W4255162468,journal article
15378,meta:br/061801060520,W2061819962 W1573725178,journal article
15271,meta:br/061801060225,W2061868791 W2129723293,journal article
4452,meta:br/06301401486,W2061887326 W2116159626,journal article
7796,meta:br/06603456030,W2062041648 W4234962147,journal article
9045,meta:br/06802179999,W2062095624 W2165214233,journal article
8035,meta:br/06701334770,W2062117472 W2408915249,journal article
7425,meta:br/06602425287,W2062129097 W4239186390,journal article
9063,meta:br/06802179279,W2062212004 W2417114412,journal article
12191,meta:br/061402375887,W2062214207 W2342669708,journal article
839,meta:br/062201227350,W2062313447 W4240198764,journal article
3671,meta:br/062601750504,W2062318263 W4300102735,journal article
4323,meta:br/0629026657,W2062381826 W2785585618,journal article
14036,meta:br/06160443902,W2062755989 W2395769475,journal article
10120,meta:br/06901962642,W2062831313 W4237232845,book
4573,meta:br/06301811908,W2063014219 W1557553147,journal article
17160,meta:br/06202316831,W2063061309 W4212851973,book
3561,meta:br/06250981918,W2063062642 W2403361130,journal article
10905,meta:br/06120480043,W2063097146 W4251647111,journal article
7919,meta:br/0660935708,W2063110812 W3179827259,journal article
14789,meta:br/0617045768,W2063175621 W4241002963 W4237386567,book
16114,meta:br/06180695240,W2063363450 W4255960430,journal article
573,meta:br/062102241122,W2063395585 W4237052009,book
4296,meta:br/0627015079,W2063449430 W2765987378,journal article
260,meta:br/062101103518,W2064241619 W4249552716,journal article
4644,meta:br/06301811837,W2064301615 W2158925225,journal article
7047,meta:br/0650787664,W2064358749 W2616067491,journal article
13203,meta:br/061502176813,W2064361250 W3123945362,journal article
4462,meta:br/06301425822,W2064408877 W203554680,journal article
10317,meta:br/0690444553,W2064434406 W4300792980,journal article
3548,meta:br/06250812033,W2064481852 W4247262897,journal article
2269,meta:br/062401009419,W2064482176 W4251616368,journal article
10231,meta:br/06902600897,W2064494723 W4293717786,journal article
14496,meta:br/061702788059,W2064553186 W4229897039,journal article
579,meta:br/062102518535,W2064679571 W4301646147,proceedings article
2228,meta:br/06230714201,W2064725480 W4240361210,journal article
9077,meta:br/06802179482,W2064844423 W1504081383,journal article
10276,meta:br/06902965253,W2064868049 W2950343740,proceedings article
14981,meta:br/06170585025,W20649073 W4235555167,journal article
7733,meta:br/06602860462,W206495125 W3217748684,journal article
10286,meta:br/06110894315,W2065063158 W4253250081,journal article
12506,meta:br/061402784916,W2065076110 W4230324426,journal article
8881,meta:br/06801633865,W2065102012 W3209846666,journal article
15274,meta:br/061801060213,W2065155846 W2143249925,journal article
14238,meta:br/06160898406,W2065184737 W4252631366,journal article
3206,meta:br/062501722969,W2065277290 W4300161365,journal article
5119,meta:br/06302817987,W2065359791 W4236538541,book
17051,meta:br/06202181573,W2065451646 W1914230906,journal article
15273,meta:br/061801060241,W2065474206 W1598384079,journal article
1578,meta:br/062301094407,W2065484010 W3034886827,journal article
6109,meta:br/061102229665,W2065592136 W140985579,journal article
5664,meta:br/06401340788,W2065821639 W4214837473,journal article
15342,meta:br/061801060237,W2065902608 W1505226241,journal article
515,meta:br/062102120241,W2066178760 W4248978720,journal article
5553,meta:br/0634026986,W2066180282 W2487153869,journal article
16255,meta:br/061901472752,W2066209507 W2798978912,journal article
11221,meta:br/061301781001,W2066214252 W4298710699,journal article
3354,meta:br/062502433160,W2066299183 W2399209906,journal article
11163,meta:br/061301702591,W2066309921 W3180037185,journal article
6100,meta:br/06403294051,W2066428548 W2766194922,journal article
16194,meta:br/061901070638,W2066575257 W1896539819,journal article
11409,meta:br/061302145529,W2066583802 W1539482146,journal article
16239,meta:br/061901329872,W2066610812 W2134596723,journal article
11107,meta:br/061301186690,W2066660059 W4251464271,journal article
16106,meta:br/06180671130,W2066677974 W4242604183,journal article
6985,meta:br/0650557229,W2066717393 W4241605155,journal article
5907,meta:br/06402435711,W2066895788 W4229981362,journal article
5583,meta:br/0638046435,W2067089855 W1989952966,journal article
11316,meta:br/061302018870,W2067130315 W1863970563,journal article
13415,meta:br/06150869185,W2067143998 W4231422154,journal article
4384,meta:br/06301401325,W2067187098 W1522661279,journal article
13973,meta:br/06160288117,W2067396845 W4239281151,journal article
1670,meta:br/062301252214,W2067427814 W2403560002,journal article
16248,meta:br/061901376313,W2067456724 W4233994114,journal article
4113,meta:br/062603342350,W2067508599 W4239989315,journal article
3792,meta:br/061101351995,W2067665219 W4230036321,journal article
4432,meta:br/06301401444,W2067727251 W1566332287,journal article
4682,meta:br/06301812041,W2067734691 W2118632790,journal article
10786,meta:br/061202141604,W2067740675 W3215966958,journal article
3187,meta:br/062501462702,W2067786443 W4293767581,journal article
15355,meta:br/061801060369,W2067933879 W1949014741,journal article
2704,meta:br/06240467866,W2067945594 W4232217362,journal article
4380,meta:br/06301401508,W2067975162 W2111055357,journal article
10256,meta:br/0690272993,W2068056285 W4237001875,journal article
5802,meta:br/06401836950,W2068057276 W2120932062,journal article
7763,meta:br/0660296533,W2068111303 W4211134943,journal article
8311,meta:br/0670265803,W2068131781 W4241633422,journal article
3612,meta:br/062601314413,W2068135970 W4206910371,book
16472,meta:br/061902388984,W2068183970 W3020991245,journal article
12795,meta:br/061501582373,W2068377674 W4251857461,journal article
6659,meta:br/06502282453,W2068590985 W2003844737,journal article
12512,meta:br/06140282530,W2068719607 W4256462933,journal article
3451,meta:br/061101154135,W2068758515 W4244949869,journal article
1785,meta:br/062301858111,W2068981909 W2079218748,journal article
17079,meta:br/06202181568,W2069157361 W2133492493,journal article
17881,meta:br/0620819098,W2069355113 W3021635605,journal article
17860,meta:br/06103183500,W2069527770 W4234268175,journal article
16519,meta:br/06190325199,W2069528414 W4234243903,journal article
680,meta:br/06210343412,W2069721553 W4238124445,journal article
13552,meta:br/061601537786,W206972334 W4206959151,book
14617,meta:br/06170441750,W2069736408 W164076570,journal article
9123,meta:br/06802179479,W2069828625 W2201029331,journal article
11406,meta:br/061302145527,W2069877251 W1531255449,journal article
15346,meta:br/061801060539,W2069884643 W1830629570,journal article
7898,meta:br/0660700862,W2069982632 W2615934598,journal article
10456,meta:br/0690906725,W2070056806 W4247180127,journal article
5518,meta:br/063080337,W2070066628 W4296587495,journal article
3296,meta:br/062502005413,W2070083338 W4302776572,journal article
14794,meta:br/0617045764,W2070131762 W4301377937,book
4226,meta:br/06260614494,W2070141486 W4302337241,journal article
5604,meta:br/06401080260,W2070145405 W2995432903,journal article
6449,meta:br/0640973695,W2070155426 W2402994608,journal article
12798,meta:br/061501586823,W2070170445 W2093428992,journal article
4867,meta:br/06302319681,W2070192737 W4237662469,book
3662,meta:br/062601614063,W2070325237 W2087129648,journal article
2055,meta:br/062303052668,W2070345554 W1994282868,journal article
15792,meta:br/06102386541,W2070391103 W2992535592,journal article
1017,meta:br/062202033165,W2070502639 W4248525439,journal article
8974,meta:br/06801765233,W207050409 W3203991984,journal article
13893,meta:br/061602183408,W2070694502 W3124614868,journal article
867,meta:br/062201512217,W2070907553 W4238803284,journal article
12982,meta:br/061501874117,W2071072932 W3027306463,journal article
9072,meta:br/06802179716,W2071105097 W1603653567,journal article
2609,meta:br/0610788187,W2071203659 W2731429953,journal article
13564,meta:br/061601590860,W2071211934 W2036739405,journal article
3901,meta:br/062602114017,W2071219999 W1557357105,journal article
1203,meta:br/062202414877,W2071290466 W2601302745,journal article
11629,meta:br/061302920109,W2071347735 W4250368269,proceedings article
15913,meta:br/06102483297,W2071484780 W2100531791,journal article
6988,meta:br/061102703808,W2071556036 W2394958930,journal article
7663,meta:br/06602860493,W207171386 W3187331004,journal article
9957,meta:br/06901782748,W207180157 W2139903104,journal article
14285,meta:br/061701161443,W2071886856 W4230813842,journal article
13486,meta:br/06101643335,W2071894207 W2120969729,journal article
3523,meta:br/06250546536,W2071900122 W2064963539,journal article
805,meta:br/062201105277,W2072033606 W4254698008,journal article
3458,meta:br/062503286891,W2072039268 W4231946602,journal article
3356,meta:br/062502586902,W2072063440 W4213456423,book
13335,meta:br/06101546506,W2072067549 W4207049262,book
16273,meta:br/061901689828,W207207128 W2106446168,journal article
14447,meta:br/061702130226,W2072083773 W4235979286,journal article
6015,meta:br/06402794493,W2072293552 W2770877469,journal article
15319,meta:br/061801060446,W2072297368 W2102732228,journal article
3904,meta:br/062602114196,W2072399059 W1639852659,journal article
13571,meta:br/061601591070,W2072412132 W3021151794,journal article
17086,meta:br/06202181461,W2072434554 W1877557120,journal article
7497,meta:br/06602551536,W2072557897 W3124561117,journal article
4395,meta:br/06301401374,W2072730438 W1780106503,journal article
6411,meta:br/0640534095,W2072808047 W4233710760,journal article
9046,meta:br/06802179902,W2072915867 W1908333313,journal article
6490,meta:br/06501044275,W2072956667 W4243897539,journal article
402,meta:br/062101868770,W2073028621 W2418771461,journal article
4651,meta:br/06301811865,W2073263611 W2110353876,journal article
10582,meta:br/061201865576,W207354623 W2057219165,journal article
228,meta:br/06103202210,W207359474 W3192030112,journal article
8306,meta:br/0670265892,W2073756673 W4232485501,journal article
16482,meta:br/061902450992,W2073878312 W4240214548,journal article
6660,meta:br/06502282454,W2073883795 W2140144005,journal article
11075,meta:br/06120959918,W2074021284 W2080801407,journal article
10535,meta:br/061201865385,W207403128 W1872283418,journal article
6855,meta:br/065040969,W2074057837 W2989892761,book
6831,meta:br/06110260416,W2074215887 W1907609997,journal article
5905,meta:br/06402435097,W2074343478 W4246540668,journal article
12764,meta:br/061501216584,W2074493785 W4255393078,journal article
9059,meta:br/06802179880,W2074522603 W1560993030,journal article
16006,meta:br/06180571559,W2074539255 W1842833126,journal article
3764,meta:br/062601900243,W2074731386 W2038039911,journal article
13311,meta:br/061503294708,W2074784185 W4251262250,journal article
12195,meta:br/061402375841,W2074814921 W3028222836,journal article
9450,meta:br/06802563900,W2074821585 W4234885445,book
17056,meta:br/06202181426,W2074848598 W2100940339,journal article
7784,meta:br/06603200777,W2075024902 W4212934554,journal article
3577,meta:br/062601008873,W2075077439 W2396853896,journal article
4364,meta:br/06301202366,W2075158365 W4229490534,journal article
